Teams,Borda Points
georgia-bulldogs,1550
michigan-wolverines,1449
cincinnati-bearcats,1422
alabama-crimson-tide,1388
oklahoma-state-cowboys,1291
notre-dame-fighting-irish,1264
ohio-state-buckeyes,1147
ole-miss-rebels,1105
baylor-bears,1066
oregon-ducks,934
michigan-state-spartans,880
byu-cougars,843
oklahoma-sooners,842
utah-utes,687
iowa-hawkeyes,681
houston-cougars,623
wake-forest-demon-deacons,532
san-diego-state-aztecs,470
north-carolina-state-wolfpack,365
louisiana-lafayette-ragin-cajuns,365
clemson-tigers,329
arkansas-razorbacks,261
texas-am-aggies,144
kentucky-wildcats,108
wisconsin-badgers,83
utsa-roadrunners,81
appalachian-state-mountaineers,70
minnesota-golden-gophers,55
purdue-boilermakers,27
army-west-point-black-knights,10
mississippi-state-bulldogs,9
penn-state-nittany-lions,5
fresno-state-bulldogs,2
