Teams,Borda Points
georgia-bulldogs,1550
michigan-wolverines,1449
cincinnati-bearcats,1422
alabama-crimson-tide,1388
oklahoma-state-cowboys,1291
notre-dame-fighting-irish,1264
ohio-state-buckeyes,1148
ole-miss-rebels,1106
baylor-bears,1068
oregon-ducks,936
michigan-state-spartans,886
byu-cougars,847
oklahoma-sooners,842
utah-utes,691
iowa-hawkeyes,681
pittsburgh-panthers,630
wake-forest-demon-deacons,529
san-diego-state-aztecs,463
louisiana-lafayette-ragin-cajuns,365
north-carolina-state-wolfpack,364
clemson-tigers,321
arkansas-razorbacks,259
texas-am-aggies,142
kentucky-wildcats,109
wisconsin-badgers,81
utsa-roadrunners,80
appalachian-state-mountaineers,70
minnesota-golden-gophers,55
purdue-boilermakers,26
army-west-point-black-knights,10
mississippi-state-bulldogs,9
penn-state-nittany-lions,5
fresno-state-bulldogs,2
