Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1440
alabama-crimson-tide,1436
oklahoma-sooners,1406
oregon-ducks,1318
ohio-state-buckeyes,1314
notre-dame-fighting-irish,1138
michigan-state-spartans,1099
michigan-wolverines,1072
oklahoma-state-cowboys,1038
texas-am-aggies,1008
wake-forest-demon-deacons,807
byu-cougars,689
utsa-roadrunners,659
auburn-tigers,531
houston-cougars,525
baylor-bears,522
iowa-hawkeyes,489
wisconsin-badgers,330
north-carolina-state-wolfpack,312
coastal-carolina-chanticleers,304
penn-state-nittany-lions,281
louisiana-lafayette-ragin-cajuns,249
pittsburgh-panthers,238
purdue-boilermakers,215
arkansas-razorbacks,171
san-diego-state-aztecs,109
utah-utes,44
iowa-state-cyclones,33
kentucky-wildcats,27
appalachian-state-mountaineers,27
southern-methodist-mustangs,6
