Teams,Borda Points
georgia-bulldogs,1550
ohio-state-buckeyes,1434
alabama-crimson-tide,1423
cincinnati-bearcats,1416
notre-dame-fighting-irish,1262
michigan-wolverines,1246
oklahoma-state-cowboys,1209
ole-miss-rebels,1060
baylor-bears,1046
oklahoma-sooners,1001
oregon-ducks,849
michigan-state-spartans,778
byu-cougars,773
texas-am-aggies,630
utsa-roadrunners,586
utah-utes,565
iowa-hawkeyes,542
houston-cougars,521
wisconsin-badgers,520
pittsburgh-panthers,449
wake-forest-demon-deacons,351
san-diego-state-aztecs,282
louisiana-lafayette-ragin-cajuns,254
north-carolina-state-wolfpack,150
clemson-tigers,107
mississippi-state-bulldogs,53
penn-state-nittany-lions,28
appalachian-state-mountaineers,24
kentucky-wildcats,10
purdue-boilermakers,3
