Teams,Borda Points
alabama-crimson-tide,1572
georgia-bulldogs,1514
oklahoma-sooners,1402
oregon-ducks,1355
iowa-hawkeyes,1263
clemson-tigers,1246
texas-am-aggies,1206
cincinnati-bearcats,1149
ohio-state-buckeyes,1029
penn-state-nittany-lions,1005
florida-gators,935
notre-dame-fighting-irish,926
ucla-bruins,804
iowa-state-cyclones,593
virginia-tech-hokies,592
coastal-carolina-chanticleers,564
ole-miss-rebels,551
wisconsin-badgers,500
arizona-state-sun-devils,348
arkansas-razorbacks,278
north-carolina-tar-heels,271
auburn-tigers,233
byu-cougars,214
miami-fl-hurricanes,177
michigan-wolverines,164
ucf-knights,115
tcu-horned-frogs,105
liberty-flames,53
michigan-state-spartans,45
usc-trojans,39
indiana-hoosiers,34
kansas-state-wildcats,31
lsu-tigers,31
oklahoma-state-cowboys,27
texas-longhorns,23
maryland-terrapins,14
kentucky-wildcats,13
pittsburgh-panthers,13
stanford-cardinal,10
utah-utes,9
boston-college-eagles,8
fresno-state-bulldogs,3
toledo-rockets,2
texas-tech-red-raiders,2
army-west-point-black-knights,1
