Teams,Borda Points
georgia-bulldogs,1550
iowa-hawkeyes,1476
cincinnati-bearcats,1407
oklahoma-sooners,1336
alabama-crimson-tide,1286
ohio-state-buckeyes,1157
penn-state-nittany-lions,1147
michigan-wolverines,1139
oregon-ducks,1058
michigan-state-spartans,993
kentucky-wildcats,920
oklahoma-state-cowboys,833
ole-miss-rebels,783
notre-dame-fighting-irish,739
coastal-carolina-chanticleers,721
wake-forest-demon-deacons,543
arkansas-razorbacks,498
byu-cougars,439
florida-gators,425
texas-am-aggies,384
north-carolina-state-wolfpack,303
southern-methodist-mustangs,273
san-diego-state-aztecs,213
auburn-tigers,126
texas-longhorns,125
baylor-bears,82
clemson-tigers,77
utsa-roadrunners,35
mississippi-state-bulldogs,9
kansas-state-wildcats,4
appalachian-state-mountaineers,3
air-force-falcons,3
pittsburgh-panthers,2
