Teams,Borda Points
alabama-crimson-tide,1548
oklahoma-sooners,1462
clemson-tigers,1447
ohio-state-buckeyes,1393
georgia-bulldogs,1365
texas-am-aggies,1224
iowa-state-cyclones,1163
cincinnati-bearcats,1022
notre-dame-fighting-irish,1017
north-carolina-tar-heels,1004
oregon-ducks,979
florida-gators,746
miami-fl-hurricanes,700
usc-trojans,694
lsu-tigers,673
indiana-hoosiers,597
iowa-hawkeyes,566
penn-state-nittany-lions,507
washington-huskies,502
texas-longhorns,400
coastal-carolina-chanticleers,279
louisiana-lafayette-ragin-cajuns,249
utah-utes,200
arizona-state-sun-devils,153
ole-miss-rebels,136
oklahoma-state-cowboys,129
tcu-horned-frogs,56
liberty-flames,48
auburn-tigers,40
michigan-wolverines,16
north-carolina-state-wolfpack,15
boise-state-broncos,11
northwestern-wildcats,11
nevada-wolf-pack,11
ucf-knights,9
ball-state-cardinals,8
boston-college-eagles,7
byu-cougars,7
houston-cougars,6
west-virginia-mountaineers,4
uab-blazers,3
army-west-point-black-knights,3
ucla-bruins,3
