Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1477
alabama-crimson-tide,1417
oklahoma-sooners,1383
ohio-state-buckeyes,1311
michigan-wolverines,1270
oregon-ducks,1167
michigan-state-spartans,1160
iowa-hawkeyes,1035
ole-miss-rebels,1034
notre-dame-fighting-irish,925
kentucky-wildcats,852
wake-forest-demon-deacons,810
texas-am-aggies,710
oklahoma-state-cowboys,692
baylor-bears,543
pittsburgh-panthers,541
southern-methodist-mustangs,503
penn-state-nittany-lions,490
san-diego-state-aztecs,431
iowa-state-cyclones,346
utsa-roadrunners,289
coastal-carolina-chanticleers,170
byu-cougars,61
arkansas-razorbacks,50
louisiana-lafayette-ragin-cajuns,49
north-carolina-state-wolfpack,39
houston-cougars,19
virginia-cavaliers,17
arizona-state-sun-devils,11
oregon-state-beavers,11
appalachian-state-mountaineers,8
texas-longhorns,8
florida-gators,4
minnesota-golden-gophers,2
ucla-bruins,2
