Teams,Borda Points
alabama-crimson-tide,1535
michigan-wolverines,1480
georgia-bulldogs,1408
cincinnati-bearcats,1404
notre-dame-fighting-irish,1280
baylor-bears,1228
ohio-state-buckeyes,1177
ole-miss-rebels,1101
oklahoma-state-cowboys,1060
utah-utes,929
michigan-state-spartans,895
byu-cougars,866
pittsburgh-panthers,838
oklahoma-sooners,807
oregon-ducks,597
louisiana-lafayette-ragin-cajuns,492
iowa-hawkeyes,454
north-carolina-state-wolfpack,411
clemson-tigers,404
wake-forest-demon-deacons,402
houston-cougars,366
arkansas-razorbacks,291
texas-am-aggies,179
kentucky-wildcats,139
utah-state-aggies,129
san-diego-state-aztecs,75
wisconsin-badgers,66
minnesota-golden-gophers,38
purdue-boilermakers,37
appalachian-state-mountaineers,12
army-west-point-black-knights,7
mississippi-state-bulldogs,4
penn-state-nittany-lions,4
northern-illinois-huskies,2
