Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1455
alabama-crimson-tide,1413
oklahoma-sooners,1382
michigan-state-spartans,1340
ohio-state-buckeyes,1296
oregon-ducks,1233
notre-dame-fighting-irish,1067
michigan-wolverines,1048
wake-forest-demon-deacons,1025
oklahoma-state-cowboys,916
auburn-tigers,854
texas-am-aggies,849
baylor-bears,834
ole-miss-rebels,679
utsa-roadrunners,471
byu-cougars,461
kentucky-wildcats,417
houston-cougars,354
iowa-hawkeyes,345
coastal-carolina-chanticleers,249
southern-methodist-mustangs,188
louisiana-lafayette-ragin-cajuns,175
fresno-state-bulldogs,163
pittsburgh-panthers,124
north-carolina-state-wolfpack,112
wisconsin-badgers,98
mississippi-state-bulldogs,84
arkansas-razorbacks,77
minnesota-golden-gophers,55
san-diego-state-aztecs,54
appalachian-state-mountaineers,26
utah-utes,12
iowa-state-cyclones,11
nevada-wolf-pack,2
