Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1483
oklahoma-sooners,1434
alabama-crimson-tide,1393
ohio-state-buckeyes,1252
michigan-wolverines,1214
penn-state-nittany-lions,1116
oklahoma-state-cowboys,1082
michigan-state-spartans,1077
oregon-ducks,1054
iowa-hawkeyes,1049
ole-miss-rebels,880
notre-dame-fighting-irish,765
coastal-carolina-chanticleers,738
kentucky-wildcats,725
wake-forest-demon-deacons,632
texas-am-aggies,543
north-carolina-state-wolfpack,491
auburn-tigers,421
baylor-bears,400
southern-methodist-mustangs,374
pittsburgh-panthers,203
utsa-roadrunners,146
purdue-boilermakers,80
clemson-tigers,72
utah-utes,61
arkansas-razorbacks,33
byu-cougars,26
air-force-falcons,26
iowa-state-cyclones,19
louisiana-lafayette-ragin-cajuns,18
arizona-state-sun-devils,10
florida-gators,7
texas-longhorns,5
ucla-bruins,4
houston-cougars,3
virginia-cavaliers,2
lsu-tigers,2
