Teams,Borda Points
alabama-crimson-tide,1571
georgia-bulldogs,1507
ohio-state-buckeyes,1438
oklahoma-sooners,1380
texas-am-aggies,1310
cincinnati-bearcats,1185
notre-dame-fighting-irish,1120
iowa-state-cyclones,1098
iowa-hawkeyes,999
penn-state-nittany-lions,968
oregon-ducks,943
florida-gators,901
usc-trojans,849
texas-longhorns,746
ucla-bruins,728
coastal-carolina-chanticleers,441
wisconsin-badgers,431
virginia-tech-hokies,407
ole-miss-rebels,387
utah-utes,386
arizona-state-sun-devils,273
miami-fl-hurricanes,272
north-carolina-tar-heels,242
tcu-horned-frogs,102
auburn-tigers,100
north-carolina-state-wolfpack,85
ucf-knights,77
liberty-flames,72
lsu-tigers,71
michigan-wolverines,64
oklahoma-state-cowboys,49
indiana-hoosiers,48
michigan-state-spartans,35
nevada-wolf-pack,29
louisiana-lafayette-ragin-cajuns,18
kansas-state-wildcats,17
byu-cougars,12
ball-state-cardinals,10
boston-college-eagles,10
maryland-terrapins,7
florida-state-seminoles,6
uab-blazers,6
kentucky-wildcats,4
texas-tech-red-raiders,3
army-west-point-black-knights,3
appalachian-state-mountaineers,2
