Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1477
alabama-crimson-tide,1417
oklahoma-sooners,1383
ohio-state-buckeyes,1311
michigan-wolverines,1270
oregon-ducks,1166
michigan-state-spartans,1160
iowa-hawkeyes,1042
ole-miss-rebels,1037
notre-dame-fighting-irish,934
kentucky-wildcats,876
texas-am-aggies,748
oklahoma-state-cowboys,729
baylor-bears,569
pittsburgh-panthers,567
auburn-tigers,535
southern-methodist-mustangs,532
penn-state-nittany-lions,524
san-diego-state-aztecs,452
iowa-state-cyclones,358
utsa-roadrunners,294
coastal-carolina-chanticleers,174
byu-cougars,61
louisiana-lafayette-ragin-cajuns,50
arkansas-razorbacks,49
north-carolina-state-wolfpack,40
houston-cougars,19
virginia-cavaliers,17
arizona-state-sun-devils,11
oregon-state-beavers,11
appalachian-state-mountaineers,8
texas-longhorns,8
florida-gators,4
minnesota-golden-gophers,2
ucla-bruins,2
