Teams,Borda Points
georgia-bulldogs,1550
alabama-crimson-tide,1449
cincinnati-bearcats,1420
oregon-ducks,1353
ohio-state-buckeyes,1341
notre-dame-fighting-irish,1176
michigan-state-spartans,1162
michigan-wolverines,1134
oklahoma-state-cowboys,1107
ole-miss-rebels,955
baylor-bears,912
oklahoma-sooners,898
byu-cougars,726
utsa-roadrunners,648
texas-am-aggies,641
houston-cougars,565
iowa-hawkeyes,548
wisconsin-badgers,523
pittsburgh-panthers,418
arkansas-razorbacks,335
louisiana-lafayette-ragin-cajuns,311
san-diego-state-aztecs,295
utah-utes,189
north-carolina-state-wolfpack,123
mississippi-state-bulldogs,70
auburn-tigers,56
appalachian-state-mountaineers,43
penn-state-nittany-lions,39
coastal-carolina-chanticleers,32
kansas-state-wildcats,19
utah-state-aggies,18
southern-methodist-mustangs,13
kentucky-wildcats,12
purdue-boilermakers,7
