Teams,Borda Points
georgia-bulldogs,1550
michigan-wolverines,1449
cincinnati-bearcats,1422
alabama-crimson-tide,1388
oklahoma-state-cowboys,1291
notre-dame-fighting-irish,1264
ohio-state-buckeyes,1147
ole-miss-rebels,1105
baylor-bears,1066
oregon-ducks,932
michigan-state-spartans,877
byu-cougars,841
oklahoma-sooners,837
utah-utes,670
iowa-hawkeyes,665
houston-cougars,608
pittsburgh-panthers,593
wake-forest-demon-deacons,491
san-diego-state-aztecs,424
louisiana-lafayette-ragin-cajuns,331
north-carolina-state-wolfpack,327
clemson-tigers,290
texas-am-aggies,137
kentucky-wildcats,95
wisconsin-badgers,77
utsa-roadrunners,67
appalachian-state-mountaineers,57
minnesota-golden-gophers,49
purdue-boilermakers,24
army-west-point-black-knights,9
mississippi-state-bulldogs,8
penn-state-nittany-lions,6
fresno-state-bulldogs,2
