Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1477
alabama-crimson-tide,1417
oklahoma-sooners,1383
ohio-state-buckeyes,1311
michigan-wolverines,1270
oregon-ducks,1166
michigan-state-spartans,1161
iowa-hawkeyes,1035
ole-miss-rebels,1035
notre-dame-fighting-irish,923
kentucky-wildcats,850
wake-forest-demon-deacons,802
texas-am-aggies,701
oklahoma-state-cowboys,683
baylor-bears,518
pittsburgh-panthers,515
auburn-tigers,486
southern-methodist-mustangs,478
penn-state-nittany-lions,472
san-diego-state-aztecs,396
iowa-state-cyclones,310
utsa-roadrunners,244
byu-cougars,50
arkansas-razorbacks,39
louisiana-lafayette-ragin-cajuns,38
north-carolina-state-wolfpack,34
houston-cougars,14
virginia-cavaliers,13
arizona-state-sun-devils,9
oregon-state-beavers,9
texas-longhorns,6
appalachian-state-mountaineers,5
florida-gators,3
minnesota-golden-gophers,2
ucla-bruins,2
