Teams,Borda Points
alabama-crimson-tide,1571
georgia-bulldogs,1507
ohio-state-buckeyes,1437
oklahoma-sooners,1374
texas-am-aggies,1293
clemson-tigers,1241
cincinnati-bearcats,1157
notre-dame-fighting-irish,1099
iowa-hawkeyes,985
penn-state-nittany-lions,952
oregon-ducks,934
florida-gators,894
usc-trojans,842
texas-longhorns,741
ucla-bruins,724
coastal-carolina-chanticleers,439
wisconsin-badgers,431
virginia-tech-hokies,405
ole-miss-rebels,386
utah-utes,383
arizona-state-sun-devils,273
miami-fl-hurricanes,272
north-carolina-tar-heels,242
tcu-horned-frogs,102
auburn-tigers,100
north-carolina-state-wolfpack,85
ucf-knights,77
liberty-flames,72
lsu-tigers,71
michigan-wolverines,64
oklahoma-state-cowboys,49
indiana-hoosiers,48
michigan-state-spartans,35
nevada-wolf-pack,29
louisiana-lafayette-ragin-cajuns,18
kansas-state-wildcats,17
byu-cougars,12
ball-state-cardinals,10
boston-college-eagles,10
maryland-terrapins,7
florida-state-seminoles,6
uab-blazers,6
kentucky-wildcats,4
texas-tech-red-raiders,3
army-west-point-black-knights,3
appalachian-state-mountaineers,2
