Teams,Borda Points
georgia-bulldogs,1550
ohio-state-buckeyes,1434
alabama-crimson-tide,1423
cincinnati-bearcats,1416
notre-dame-fighting-irish,1262
michigan-wolverines,1246
oklahoma-state-cowboys,1209
ole-miss-rebels,1060
baylor-bears,1046
oklahoma-sooners,1001
oregon-ducks,851
michigan-state-spartans,781
byu-cougars,772
texas-am-aggies,636
utsa-roadrunners,585
utah-utes,568
iowa-hawkeyes,547
wisconsin-badgers,528
houston-cougars,524
pittsburgh-panthers,457
wake-forest-demon-deacons,363
san-diego-state-aztecs,298
north-carolina-state-wolfpack,172
clemson-tigers,123
arkansas-razorbacks,118
mississippi-state-bulldogs,54
appalachian-state-mountaineers,31
penn-state-nittany-lions,28
kentucky-wildcats,11
purdue-boilermakers,3
