Teams,Borda Points
georgia-bulldogs,1525
alabama-crimson-tide,1464
michigan-wolverines,1361
cincinnati-bearcats,1349
baylor-bears,1259
ohio-state-buckeyes,1247
oklahoma-state-cowboys,1177
notre-dame-fighting-irish,1039
michigan-state-spartans,1026
oklahoma-sooners,966
ole-miss-rebels,926
utah-utes,851
pittsburgh-panthers,741
clemson-tigers,539
wake-forest-demon-deacons,537
louisiana-lafayette-ragin-cajuns,517
houston-cougars,517
kentucky-wildcats,451
byu-cougars,437
north-carolina-state-wolfpack,385
arkansas-razorbacks,374
oregon-ducks,365
iowa-hawkeyes,174
utah-state-aggies,166
san-diego-state-aztecs,139
texas-am-aggies,117
wisconsin-badgers,98
minnesota-golden-gophers,48
utsa-roadrunners,9
army-west-point-black-knights,6
coastal-carolina-chanticleers,2
fresno-state-bulldogs,2
uab-blazers,1
air-force-falcons,1
