Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1455
alabama-crimson-tide,1413
oklahoma-sooners,1382
michigan-state-spartans,1340
ohio-state-buckeyes,1296
oregon-ducks,1233
notre-dame-fighting-irish,1067
michigan-wolverines,1048
wake-forest-demon-deacons,1025
oklahoma-state-cowboys,915
auburn-tigers,853
texas-am-aggies,847
baylor-bears,833
ole-miss-rebels,678
utsa-roadrunners,465
byu-cougars,454
kentucky-wildcats,414
houston-cougars,346
iowa-hawkeyes,344
coastal-carolina-chanticleers,242
southern-methodist-mustangs,186
penn-state-nittany-lions,185
louisiana-lafayette-ragin-cajuns,166
fresno-state-bulldogs,158
pittsburgh-panthers,124
wisconsin-badgers,91
mississippi-state-bulldogs,81
arkansas-razorbacks,73
minnesota-golden-gophers,60
san-diego-state-aztecs,51
appalachian-state-mountaineers,24
utah-utes,11
iowa-state-cyclones,9
nevada-wolf-pack,3
