Teams,Borda Points
alabama-crimson-tide,1535
michigan-wolverines,1480
georgia-bulldogs,1408
cincinnati-bearcats,1404
notre-dame-fighting-irish,1280
baylor-bears,1228
ohio-state-buckeyes,1177
ole-miss-rebels,1101
oklahoma-state-cowboys,1060
utah-utes,929
michigan-state-spartans,895
byu-cougars,866
pittsburgh-panthers,838
oklahoma-sooners,807
oregon-ducks,597
louisiana-lafayette-ragin-cajuns,491
iowa-hawkeyes,449
north-carolina-state-wolfpack,407
clemson-tigers,400
wake-forest-demon-deacons,400
houston-cougars,362
arkansas-razorbacks,286
texas-am-aggies,176
utsa-roadrunners,150
kentucky-wildcats,137
san-diego-state-aztecs,80
wisconsin-badgers,66
minnesota-golden-gophers,40
purdue-boilermakers,36
appalachian-state-mountaineers,11
army-west-point-black-knights,7
mississippi-state-bulldogs,4
penn-state-nittany-lions,4
northern-illinois-huskies,2
