Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1483
oklahoma-sooners,1434
alabama-crimson-tide,1393
ohio-state-buckeyes,1252
michigan-wolverines,1214
penn-state-nittany-lions,1116
oklahoma-state-cowboys,1082
michigan-state-spartans,1076
oregon-ducks,1054
iowa-hawkeyes,1048
ole-miss-rebels,879
notre-dame-fighting-irish,764
coastal-carolina-chanticleers,738
kentucky-wildcats,724
wake-forest-demon-deacons,630
texas-am-aggies,540
north-carolina-state-wolfpack,491
auburn-tigers,405
baylor-bears,385
southern-methodist-mustangs,368
san-diego-state-aztecs,301
utsa-roadrunners,134
purdue-boilermakers,72
clemson-tigers,67
utah-utes,58
arkansas-razorbacks,31
air-force-falcons,25
byu-cougars,24
louisiana-lafayette-ragin-cajuns,18
iowa-state-cyclones,16
florida-gators,8
arizona-state-sun-devils,8
texas-longhorns,6
ucla-bruins,4
houston-cougars,3
virginia-cavaliers,2
lsu-tigers,2
