Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1483
oklahoma-sooners,1434
alabama-crimson-tide,1393
ohio-state-buckeyes,1252
michigan-wolverines,1214
penn-state-nittany-lions,1116
oklahoma-state-cowboys,1082
michigan-state-spartans,1076
oregon-ducks,1054
iowa-hawkeyes,1048
ole-miss-rebels,879
notre-dame-fighting-irish,763
coastal-carolina-chanticleers,736
kentucky-wildcats,723
wake-forest-demon-deacons,630
texas-am-aggies,536
north-carolina-state-wolfpack,485
auburn-tigers,397
baylor-bears,379
southern-methodist-mustangs,360
san-diego-state-aztecs,285
pittsburgh-panthers,178
utsa-roadrunners,111
purdue-boilermakers,70
clemson-tigers,65
arkansas-razorbacks,30
byu-cougars,22
air-force-falcons,21
iowa-state-cyclones,14
louisiana-lafayette-ragin-cajuns,14
arizona-state-sun-devils,8
florida-gators,7
texas-longhorns,5
ucla-bruins,4
virginia-cavaliers,2
lsu-tigers,2
houston-cougars,2
