Teams,Borda Points
alabama-crimson-tide,1541
georgia-bulldogs,1497
iowa-hawkeyes,1381
penn-state-nittany-lions,1360
cincinnati-bearcats,1320
oklahoma-sooners,1248
ohio-state-buckeyes,1094
oregon-ducks,1074
michigan-wolverines,1055
byu-cougars,999
michigan-state-spartans,872
oklahoma-state-cowboys,780
arkansas-razorbacks,776
notre-dame-fighting-irish,736
kentucky-wildcats,699
ole-miss-rebels,640
auburn-tigers,493
wake-forest-demon-deacons,458
florida-gators,393
texas-longhorns,347
arizona-state-sun-devils,341
north-carolina-state-wolfpack,326
southern-methodist-mustangs,176
san-diego-state-aztecs,140
clemson-tigers,126
texas-am-aggies,48
oregon-state-beavers,35
baylor-bears,29
mississippi-state-bulldogs,21
virginia-tech-hokies,16
utsa-roadrunners,16
stanford-cardinal,15
pittsburgh-panthers,9
fresno-state-bulldogs,7
western-michigan-broncos,6
texas-tech-red-raiders,5
appalachian-state-mountaineers,3
kansas-state-wildcats,3
ucla-bruins,2
boston-college-eagles,2
