Teams,Borda Points
alabama-crimson-tide,1546
georgia-bulldogs,1492
oregon-ducks,1411
penn-state-nittany-lions,1283
iowa-hawkeyes,1277
oklahoma-sooners,1212
cincinnati-bearcats,1154
arkansas-razorbacks,1094
notre-dame-fighting-irish,1076
florida-gators,1019
ohio-state-buckeyes,1005
ole-miss-rebels,852
byu-cougars,748
michigan-wolverines,677
texas-am-aggies,651
coastal-carolina-chanticleers,614
michigan-state-spartans,582
fresno-state-bulldogs,418
oklahoma-state-cowboys,345
ucla-bruins,322
baylor-bears,239
auburn-tigers,201
north-carolina-state-wolfpack,150
wake-forest-demon-deacons,145
clemson-tigers,142
texas-longhorns,138
san-diego-state-aztecs,64
boston-college-eagles,59
southern-methodist-mustangs,46
kentucky-wildcats,28
iowa-state-cyclones,25
arizona-state-sun-devils,25
lsu-tigers,24
virginia-tech-hokies,21
wisconsin-badgers,13
rutgers-scarlet-knights,7
kansas-state-wildcats,6
oregon-state-beavers,5
utsa-roadrunners,4
louisville-cardinals,3
north-carolina-tar-heels,1
