Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2014,8,mississippi-state-bulldogs,florida-state-seminoles,ole-miss-rebels,baylor-bears,notre-dame-fighting-irish,auburn-tigers,oregon-ducks,alabama-crimson-tide,tcu-horned-frogs,oklahoma-sooners,michigan-state-spartans,georgia-bulldogs,arizona-wildcats,oklahoma-state-cowboys,arizona-state-sun-devils,ohio-state-buckeyes,kansas-state-wildcats,nebraska-cornhuskers,utah-utes,stanford-cardinal,east-carolina-pirates,marshall-thundering-herd,clemson-tigers,texas-am-aggies,ucla-bruins
adam-sparks,2014,8,mississippi-state-bulldogs,ole-miss-rebels,florida-state-seminoles,notre-dame-fighting-irish,baylor-bears,auburn-tigers,oregon-ducks,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,michigan-state-spartans,arizona-wildcats,tcu-horned-frogs,nebraska-cornhuskers,ohio-state-buckeyes,east-carolina-pirates,marshall-thundering-herd,duke-blue-devils,ucla-bruins,arizona-state-sun-devils,oklahoma-state-cowboys,texas-am-aggies,georgia-tech-yellow-jackets,usc-trojans,lsu-tigers
adam-zucker,2014,8,mississippi-state-bulldogs,ole-miss-rebels,florida-state-seminoles,baylor-bears,auburn-tigers,notre-dame-fighting-irish,alabama-crimson-tide,oregon-ducks,michigan-state-spartans,oklahoma-sooners,georgia-bulldogs,kansas-state-wildcats,tcu-horned-frogs,ohio-state-buckeyes,arizona-wildcats,oklahoma-state-cowboys,arizona-state-sun-devils,usc-trojans,stanford-cardinal,east-carolina-pirates,clemson-tigers,texas-am-aggies,utah-utes,nebraska-cornhuskers,minnesota-golden-gophers
bill-rabinowitz,2014,8,mississippi-state-bulldogs,ole-miss-rebels,florida-state-seminoles,baylor-bears,notre-dame-fighting-irish,auburn-tigers,oregon-ducks,michigan-state-spartans,georgia-bulldogs,alabama-crimson-tide,tcu-horned-frogs,oklahoma-sooners,ohio-state-buckeyes,arizona-wildcats,east-carolina-pirates,oklahoma-state-cowboys,kansas-state-wildcats,nebraska-cornhuskers,arizona-state-sun-devils,stanford-cardinal,clemson-tigers,lsu-tigers,marshall-thundering-herd,usc-trojans,north-dakota-state-bison
bob-asmussen,2014,8,florida-state-seminoles,mississippi-state-bulldogs,baylor-bears,ole-miss-rebels,notre-dame-fighting-irish,oregon-ducks,michigan-state-spartans,alabama-crimson-tide,georgia-bulldogs,auburn-tigers,oklahoma-sooners,arizona-wildcats,ohio-state-buckeyes,nebraska-cornhuskers,arizona-state-sun-devils,usc-trojans,tcu-horned-frogs,kansas-state-wildcats,oklahoma-state-cowboys,marshall-thundering-herd,texas-am-aggies,east-carolina-pirates,lsu-tigers,utah-utes,minnesota-golden-gophers
brent-axe,2014,8,mississippi-state-bulldogs,florida-state-seminoles,ole-miss-rebels,baylor-bears,notre-dame-fighting-irish,oklahoma-sooners,auburn-tigers,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,michigan-state-spartans,tcu-horned-frogs,oklahoma-state-cowboys,arizona-wildcats,ohio-state-buckeyes,nebraska-cornhuskers,texas-am-aggies,utah-utes,kansas-state-wildcats,arizona-state-sun-devils,east-carolina-pirates,duke-blue-devils,usc-trojans,georgia-tech-yellow-jackets,stanford-cardinal
brett-mcmurphy,2014,8,mississippi-state-bulldogs,ole-miss-rebels,florida-state-seminoles,baylor-bears,notre-dame-fighting-irish,auburn-tigers,arizona-wildcats,oregon-ducks,tcu-horned-frogs,alabama-crimson-tide,michigan-state-spartans,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,oklahoma-state-cowboys,east-carolina-pirates,kansas-state-wildcats,nebraska-cornhuskers,utah-utes,arizona-state-sun-devils,clemson-tigers,usc-trojans,marshall-thundering-herd,west-virginia-mountaineers,texas-am-aggies
chadd-cripe,2014,8,ole-miss-rebels,mississippi-state-bulldogs,florida-state-seminoles,baylor-bears,notre-dame-fighting-irish,auburn-tigers,tcu-horned-frogs,alabama-crimson-tide,oklahoma-sooners,oregon-ducks,michigan-state-spartans,georgia-bulldogs,oklahoma-state-cowboys,nebraska-cornhuskers,utah-utes,ohio-state-buckeyes,ucla-bruins,arizona-state-sun-devils,usc-trojans,arizona-wildcats,texas-am-aggies,clemson-tigers,kansas-state-wildcats,duke-blue-devils,minnesota-golden-gophers
charles-davis,2014,8,mississippi-state-bulldogs,ole-miss-rebels,florida-state-seminoles,baylor-bears,notre-dame-fighting-irish,auburn-tigers,oregon-ducks,alabama-crimson-tide,tcu-horned-frogs,oklahoma-sooners,michigan-state-spartans,georgia-bulldogs,utah-utes,arizona-state-sun-devils,ohio-state-buckeyes,kansas-state-wildcats,oklahoma-state-cowboys,texas-am-aggies,east-carolina-pirates,arizona-wildcats,nebraska-cornhuskers,ucla-bruins,usc-trojans,stanford-cardinal,clemson-tigers
chris-murray,2014,8,mississippi-state-bulldogs,ole-miss-rebels,florida-state-seminoles,baylor-bears,notre-dame-fighting-irish,auburn-tigers,oregon-ducks,alabama-crimson-tide,tcu-horned-frogs,oklahoma-sooners,michigan-state-spartans,georgia-bulldogs,arizona-wildcats,kansas-state-wildcats,oklahoma-state-cowboys,utah-utes,arizona-state-sun-devils,usc-trojans,stanford-cardinal,marshall-thundering-herd,ohio-state-buckeyes,east-carolina-pirates,nebraska-cornhuskers,texas-am-aggies,ucla-bruins
