Teams,Borda Points
alabama-crimson-tide,1552
georgia-bulldogs,1511
ohio-state-buckeyes,1471
michigan-wolverines,1299
clemson-tigers,1280
texas-am-aggies,1241
oklahoma-sooners,1130
notre-dame-fighting-irish,1086
baylor-bears,1057
usc-trojans,898
oklahoma-state-cowboys,818
florida-gators,763
utah-utes,718
michigan-state-spartans,691
miami-fl-hurricanes,680
arkansas-razorbacks,679
pittsburgh-panthers,536
north-carolina-state-wolfpack,514
wisconsin-badgers,480
kentucky-wildcats,375
byu-cougars,270
ole-miss-rebels,259
wake-forest-demon-deacons,248
tennessee-volunteers,195
houston-cougars,144
oregon-ducks,133
penn-state-nittany-lions,124
texas-longhorns,118
cincinnati-bearcats,63
fresno-state-bulldogs,24
minnesota-golden-gophers,23
ucf-knights,22
kansas-state-wildcats,18
auburn-tigers,15
mississippi-state-bulldogs,10
air-force-falcons,9
oregon-state-beavers,5
north-carolina-tar-heels,3
ucla-bruins,2
south-carolina-gamecocks,2
purdue-boilermakers,1
arizona-wildcats,1
