Teams,Borda Points
georgia-bulldogs,1574
ohio-state-buckeyes,1507
michigan-wolverines,1446
tcu-horned-frogs,1395
usc-trojans,1293
lsu-tigers,1241
clemson-tigers,1152
alabama-crimson-tide,1131
tennessee-volunteers,1058
oregon-ducks,1009
penn-state-nittany-lions,994
washington-huskies,879
notre-dame-fighting-irish,710
utah-utes,709
kansas-state-wildcats,697
florida-state-seminoles,579
ucla-bruins,562
north-carolina-tar-heels,464
tulane-green-wave,441
ole-miss-rebels,396
cincinnati-bearcats,353
oregon-state-beavers,271
coastal-carolina-chanticleers,186
texas-longhorns,128
ucf-knights,87
utsa-roadrunners,85
south-carolina-gamecocks,44
troy-trojans,34
boise-state-broncos,16
illinois-fighting-illini,12
iowa-hawkeyes,5
louisville-cardinals,5
mississippi-state-bulldogs,3
arkansas-razorbacks,2
oklahoma-state-cowboys,2
purdue-boilermakers,2
fresno-state-bulldogs,1
