Teams,Borda Points
georgia-bulldogs,1574
ohio-state-buckeyes,1500
michigan-wolverines,1455
tcu-horned-frogs,1361
tennessee-volunteers,1339
oregon-ducks,1258
lsu-tigers,1132
usc-trojans,1061
ucla-bruins,1040
alabama-crimson-tide,1009
ole-miss-rebels,962
clemson-tigers,938
utah-utes,881
penn-state-nittany-lions,735
north-carolina-tar-heels,676
tulane-green-wave,607
north-carolina-state-wolfpack,547
texas-longhorns,399
liberty-flames,358
notre-dame-fighting-irish,316
illinois-fighting-illini,262
ucf-knights,257
kansas-state-wildcats,248
washington-huskies,187
florida-state-seminoles,78
cincinnati-bearcats,74
kentucky-wildcats,61
coastal-carolina-chanticleers,46
wake-forest-demon-deacons,34
oklahoma-state-cowboys,21
baylor-bears,19
kansas-jayhawks,10
mississippi-state-bulldogs,8
south-carolina-gamecocks,6
troy-trojans,5
louisville-cardinals,3
oregon-state-beavers,3
san-jose-state-spartans,2
