Teams,Borda Points
georgia-bulldogs,1574
ohio-state-buckeyes,1507
michigan-wolverines,1446
tcu-horned-frogs,1395
usc-trojans,1293
lsu-tigers,1241
clemson-tigers,1153
alabama-crimson-tide,1131
tennessee-volunteers,1061
oregon-ducks,1009
penn-state-nittany-lions,995
washington-huskies,887
utah-utes,739
notre-dame-fighting-irish,738
florida-state-seminoles,631
ucla-bruins,605
north-carolina-tar-heels,516
tulane-green-wave,492
ole-miss-rebels,448
cincinnati-bearcats,406
oregon-state-beavers,331
coastal-carolina-chanticleers,232
texas-longhorns,164
utsa-roadrunners,116
ucf-knights,115
south-carolina-gamecocks,60
troy-trojans,53
boise-state-broncos,23
illinois-fighting-illini,15
louisville-cardinals,9
iowa-hawkeyes,7
south-alabama-jaguars,5
mississippi-state-bulldogs,4
arkansas-razorbacks,3
oklahoma-state-cowboys,3
purdue-boilermakers,3
fresno-state-bulldogs,2
