Teams,Borda Points
alabama-crimson-tide,1523
georgia-bulldogs,1521
ohio-state-buckeyes,1488
michigan-wolverines,1348
clemson-tigers,1345
usc-trojans,1233
oklahoma-state-cowboys,1182
tennessee-volunteers,1130
ole-miss-rebels,1068
penn-state-nittany-lions,965
utah-utes,889
oregon-ducks,872
kentucky-wildcats,840
north-carolina-state-wolfpack,710
wake-forest-demon-deacons,656
tcu-horned-frogs,555
ucla-bruins,552
kansas-jayhawks,521
kansas-state-wildcats,466
washington-huskies,217
syracuse-orange,215
mississippi-state-bulldogs,204
cincinnati-bearcats,156
lsu-tigers,136
washington-state-cougars,112
baylor-bears,109
florida-state-seminoles,97
arkansas-razorbacks,87
james-madison-dukes,61
florida-gators,40
maryland-terrapins,33
coastal-carolina-chanticleers,22
minnesota-golden-gophers,19
tulane-green-wave,14
illinois-fighting-illini,9
north-carolina-tar-heels,7
texas-am-aggies,5
oklahoma-sooners,3
purdue-boilermakers,3
