Teams,Borda Points
georgia-bulldogs,1528
tennessee-volunteers,1500
ohio-state-buckeyes,1500
michigan-wolverines,1378
clemson-tigers,1312
alabama-crimson-tide,1258
tcu-horned-frogs,1220
oregon-ducks,1135
usc-trojans,1010
ucla-bruins,979
ole-miss-rebels,905
utah-utes,876
kansas-state-wildcats,772
illinois-fighting-illini,741
lsu-tigers,679
penn-state-nittany-lions,641
north-carolina-tar-heels,544
oklahoma-state-cowboys,516
tulane-green-wave,457
wake-forest-demon-deacons,394
north-carolina-state-wolfpack,295
syracuse-orange,214
liberty-flames,152
ucf-knights,126
texas-longhorns,63
kentucky-wildcats,58
maryland-terrapins,42
cincinnati-bearcats,34
notre-dame-fighting-irish,24
washington-huskies,13
arkansas-razorbacks,13
florida-state-seminoles,11
baylor-bears,11
coastal-carolina-chanticleers,8
troy-trojans,8
mississippi-state-bulldogs,5
boise-state-broncos,5
south-carolina-gamecocks,3
east-carolina-pirates,2
utsa-roadrunners,2
louisville-cardinals,1
