Teams,Borda Points
georgia-bulldogs,1565
alabama-crimson-tide,1487
ohio-state-buckeyes,1483
michigan-wolverines,1354
clemson-tigers,1311
usc-trojans,1239
kentucky-wildcats,1133
tennessee-volunteers,1130
oklahoma-state-cowboys,1092
penn-state-nittany-lions,918
utah-utes,804
oregon-ducks,777
ole-miss-rebels,741
washington-huskies,708
baylor-bears,602
texas-am-aggies,598
oklahoma-sooners,585
byu-cougars,538
arkansas-razorbacks,514
minnesota-golden-gophers,329
wake-forest-demon-deacons,310
florida-state-seminoles,293
pittsburgh-panthers,253
kansas-state-wildcats,204
kansas-jayhawks,168
cincinnati-bearcats,74
florida-gators,65
washington-state-cougars,33
syracuse-orange,32
oregon-state-beavers,20
texas-tech-red-raiders,17
north-carolina-tar-heels,9
james-madison-dukes,8
lsu-tigers,8
tulane-green-wave,4
ucla-bruins,4
tcu-horned-frogs,2
