Teams,Borda Points
georgia-bulldogs,1575
tcu-horned-frogs,1484
michigan-wolverines,1438
ohio-state-buckeyes,1394
alabama-crimson-tide,1303
tennessee-volunteers,1294
penn-state-nittany-lions,1200
washington-huskies,1097
tulane-green-wave,1025
utah-utes,876
florida-state-seminoles,814
usc-trojans,795
clemson-tigers,794
kansas-state-wildcats,784
oregon-ducks,759
lsu-tigers,758
oregon-state-beavers,743
notre-dame-fighting-irish,536
mississippi-state-bulldogs,338
troy-trojans,336
ucla-bruins,257
pittsburgh-panthers,251
fresno-state-bulldogs,175
texas-longhorns,108
duke-blue-devils,55
utsa-roadrunners,54
air-force-falcons,48
boise-state-broncos,41
minnesota-golden-gophers,37
texas-tech-red-raiders,22
north-carolina-tar-heels,11
north-carolina-state-wolfpack,8
iowa-hawkeyes,7
louisville-cardinals,5
purdue-boilermakers,4
marshall-thundering-herd,3
maryland-terrapins,3
illinois-fighting-illini,2
cincinnati-bearcats,1
