Teams,Borda Points
georgia-bulldogs,1528
tennessee-volunteers,1500
ohio-state-buckeyes,1500
michigan-wolverines,1378
clemson-tigers,1312
alabama-crimson-tide,1258
tcu-horned-frogs,1220
oregon-ducks,1135
usc-trojans,1010
ucla-bruins,979
ole-miss-rebels,905
utah-utes,876
kansas-state-wildcats,772
illinois-fighting-illini,741
lsu-tigers,679
penn-state-nittany-lions,643
north-carolina-tar-heels,543
oklahoma-state-cowboys,515
tulane-green-wave,458
wake-forest-demon-deacons,390
north-carolina-state-wolfpack,295
syracuse-orange,214
oregon-state-beavers,141
ucf-knights,128
texas-longhorns,61
kentucky-wildcats,59
maryland-terrapins,43
cincinnati-bearcats,36
notre-dame-fighting-irish,26
washington-huskies,16
coastal-carolina-chanticleers,12
arkansas-razorbacks,12
florida-state-seminoles,9
baylor-bears,9
troy-trojans,8
mississippi-state-bulldogs,5
boise-state-broncos,5
east-carolina-pirates,3
south-carolina-gamecocks,3
utsa-roadrunners,1
louisville-cardinals,1
