Teams,Borda Points
georgia-bulldogs,1530
ohio-state-buckeyes,1509
tennessee-volunteers,1474
michigan-wolverines,1384
clemson-tigers,1336
alabama-crimson-tide,1232
ole-miss-rebels,1173
tcu-horned-frogs,1166
ucla-bruins,1048
oregon-ducks,953
oklahoma-state-cowboys,913
usc-trojans,862
wake-forest-demon-deacons,790
syracuse-orange,755
utah-utes,723
penn-state-nittany-lions,637
kansas-state-wildcats,612
kentucky-wildcats,444
texas-longhorns,407
cincinnati-bearcats,355
north-carolina-tar-heels,256
north-carolina-state-wolfpack,190
mississippi-state-bulldogs,187
tulane-green-wave,149
purdue-boilermakers,123
lsu-tigers,112
kansas-jayhawks,20
ucf-knights,19
south-carolina-gamecocks,17
oregon-state-beavers,9
james-madison-dukes,7
maryland-terrapins,7
south-alabama-jaguars,6
liberty-flames,3
minnesota-golden-gophers,2
arkansas-razorbacks,2
florida-state-seminoles,2
