Teams,Borda Points
georgia-bulldogs,1565
alabama-crimson-tide,1487
ohio-state-buckeyes,1483
michigan-wolverines,1354
clemson-tigers,1311
usc-trojans,1236
kentucky-wildcats,1129
tennessee-volunteers,1120
oklahoma-state-cowboys,1085
north-carolina-state-wolfpack,925
penn-state-nittany-lions,881
utah-utes,769
oregon-ducks,730
ole-miss-rebels,702
washington-huskies,666
baylor-bears,562
texas-am-aggies,554
oklahoma-sooners,544
byu-cougars,496
arkansas-razorbacks,468
wake-forest-demon-deacons,283
florida-state-seminoles,262
pittsburgh-panthers,225
kansas-state-wildcats,187
kansas-jayhawks,149
cincinnati-bearcats,68
florida-gators,60
washington-state-cougars,32
syracuse-orange,29
oregon-state-beavers,19
texas-tech-red-raiders,13
north-carolina-tar-heels,9
james-madison-dukes,8
lsu-tigers,8
tulane-green-wave,4
ucla-bruins,4
tcu-horned-frogs,2
