Teams,Borda Points
georgia-bulldogs,1569
alabama-crimson-tide,1492
ohio-state-buckeyes,1473
michigan-wolverines,1364
clemson-tigers,1268
oklahoma-sooners,1257
usc-trojans,1197
kentucky-wildcats,1096
oklahoma-state-cowboys,1071
arkansas-razorbacks,920
tennessee-volunteers,867
north-carolina-state-wolfpack,781
utah-utes,684
penn-state-nittany-lions,667
oregon-ducks,593
ole-miss-rebels,585
baylor-bears,494
washington-huskies,486
byu-cougars,381
florida-gators,360
wake-forest-demon-deacons,345
texas-longhorns,339
texas-am-aggies,311
pittsburgh-panthers,181
miami-fl-hurricanes,125
michigan-state-spartans,92
florida-state-seminoles,85
appalachian-state-mountaineers,77
north-carolina-tar-heels,73
washington-state-cougars,62
cincinnati-bearcats,52
oregon-state-beavers,50
minnesota-golden-gophers,50
syracuse-orange,8
lsu-tigers,6
wisconsin-badgers,4
