Teams,Borda Points
georgia-bulldogs,1565
alabama-crimson-tide,1487
ohio-state-buckeyes,1483
michigan-wolverines,1354
clemson-tigers,1311
usc-trojans,1236
kentucky-wildcats,1127
tennessee-volunteers,1119
oklahoma-state-cowboys,1081
north-carolina-state-wolfpack,922
penn-state-nittany-lions,877
utah-utes,761
oregon-ducks,727
ole-miss-rebels,691
washington-huskies,658
baylor-bears,552
texas-am-aggies,546
oklahoma-sooners,531
byu-cougars,484
arkansas-razorbacks,459
minnesota-golden-gophers,290
wake-forest-demon-deacons,266
florida-state-seminoles,245
pittsburgh-panthers,209
kansas-state-wildcats,169
kansas-jayhawks,126
cincinnati-bearcats,60
florida-gators,58
syracuse-orange,22
oregon-state-beavers,16
texas-tech-red-raiders,11
north-carolina-tar-heels,9
lsu-tigers,7
james-madison-dukes,4
tulane-green-wave,4
ucla-bruins,3
tcu-horned-frogs,1
