Teams,Borda Points
georgia-bulldogs,1569
alabama-crimson-tide,1492
ohio-state-buckeyes,1473
michigan-wolverines,1364
clemson-tigers,1268
oklahoma-sooners,1257
usc-trojans,1197
kentucky-wildcats,1096
oklahoma-state-cowboys,1071
arkansas-razorbacks,920
tennessee-volunteers,867
north-carolina-state-wolfpack,783
utah-utes,687
penn-state-nittany-lions,668
oregon-ducks,597
ole-miss-rebels,587
baylor-bears,498
washington-huskies,490
byu-cougars,386
florida-gators,363
wake-forest-demon-deacons,348
texas-longhorns,344
texas-am-aggies,315
pittsburgh-panthers,183
miami-fl-hurricanes,124
michigan-state-spartans,93
florida-state-seminoles,87
appalachian-state-mountaineers,82
washington-state-cougars,64
cincinnati-bearcats,52
oregon-state-beavers,51
minnesota-golden-gophers,49
kansas-jayhawks,24
syracuse-orange,7
lsu-tigers,6
wisconsin-badgers,4
