Teams,Borda Points
georgia-bulldogs,1574
ohio-state-buckeyes,1507
michigan-wolverines,1446
tcu-horned-frogs,1395
usc-trojans,1293
lsu-tigers,1241
clemson-tigers,1152
alabama-crimson-tide,1131
tennessee-volunteers,1058
oregon-ducks,1009
penn-state-nittany-lions,994
washington-huskies,879
utah-utes,710
notre-dame-fighting-irish,710
kansas-state-wildcats,697
florida-state-seminoles,580
ucla-bruins,565
north-carolina-tar-heels,466
tulane-green-wave,444
ole-miss-rebels,398
cincinnati-bearcats,356
oregon-state-beavers,280
coastal-carolina-chanticleers,191
texas-longhorns,131
ucf-knights,93
south-carolina-gamecocks,44
troy-trojans,43
boise-state-broncos,20
illinois-fighting-illini,12
iowa-hawkeyes,5
louisville-cardinals,5
south-alabama-jaguars,3
arkansas-razorbacks,3
mississippi-state-bulldogs,3
fresno-state-bulldogs,2
oklahoma-state-cowboys,2
purdue-boilermakers,2
