Teams,Borda Points
georgia-bulldogs,1561
alabama-crimson-tide,1496
ohio-state-buckeyes,1475
michigan-wolverines,1359
clemson-tigers,1285
oklahoma-sooners,1209
usc-trojans,1140
oklahoma-state-cowboys,1005
kentucky-wildcats,992
arkansas-razorbacks,939
michigan-state-spartans,904
byu-cougars,881
miami-fl-hurricanes,776
utah-utes,678
tennessee-volunteers,659
north-carolina-state-wolfpack,626
baylor-bears,567
florida-gators,488
wake-forest-demon-deacons,458
ole-miss-rebels,420
texas-longhorns,286
penn-state-nittany-lions,274
texas-am-aggies,154
oregon-ducks,96
marshall-thundering-herd,93
appalachian-state-mountaineers,86
cincinnati-bearcats,85
kansas-state-wildcats,82
north-carolina-tar-heels,75
oregon-state-beavers,45
mississippi-state-bulldogs,45
florida-state-seminoles,45
minnesota-golden-gophers,41
washington-state-cougars,33
notre-dame-fighting-irish,23
air-force-falcons,21
texas-tech-red-raiders,21
wisconsin-badgers,9
auburn-tigers,4
iowa-state-cyclones,4
purdue-boilermakers,1
