Teams,Borda Points
georgia-bulldogs,1561
alabama-crimson-tide,1496
ohio-state-buckeyes,1475
michigan-wolverines,1359
clemson-tigers,1285
oklahoma-sooners,1209
usc-trojans,1139
oklahoma-state-cowboys,1005
kentucky-wildcats,992
arkansas-razorbacks,940
michigan-state-spartans,903
byu-cougars,881
miami-fl-hurricanes,773
utah-utes,675
tennessee-volunteers,659
north-carolina-state-wolfpack,623
baylor-bears,566
florida-gators,486
wake-forest-demon-deacons,450
ole-miss-rebels,414
texas-longhorns,279
penn-state-nittany-lions,275
pittsburgh-panthers,165
texas-am-aggies,155
oregon-ducks,91
marshall-thundering-herd,88
cincinnati-bearcats,82
kansas-state-wildcats,79
north-carolina-tar-heels,71
oregon-state-beavers,45
mississippi-state-bulldogs,45
florida-state-seminoles,42
minnesota-golden-gophers,38
washington-state-cougars,31
notre-dame-fighting-irish,23
air-force-falcons,21
texas-tech-red-raiders,18
wisconsin-badgers,7
auburn-tigers,4
iowa-state-cyclones,4
purdue-boilermakers,1
