Teams,Borda Points
georgia-bulldogs,1530
ohio-state-buckeyes,1509
tennessee-volunteers,1474
michigan-wolverines,1384
clemson-tigers,1336
alabama-crimson-tide,1232
ole-miss-rebels,1173
tcu-horned-frogs,1166
ucla-bruins,1048
oregon-ducks,953
oklahoma-state-cowboys,913
usc-trojans,861
wake-forest-demon-deacons,790
syracuse-orange,751
utah-utes,715
penn-state-nittany-lions,629
kansas-state-wildcats,600
illinois-fighting-illini,434
kentucky-wildcats,417
texas-longhorns,372
cincinnati-bearcats,325
north-carolina-tar-heels,218
north-carolina-state-wolfpack,163
mississippi-state-bulldogs,157
tulane-green-wave,125
lsu-tigers,92
ucf-knights,15
south-carolina-gamecocks,15
kansas-jayhawks,13
oregon-state-beavers,8
james-madison-dukes,7
maryland-terrapins,7
south-alabama-jaguars,5
liberty-flames,2
arkansas-razorbacks,2
florida-state-seminoles,2
minnesota-golden-gophers,1
