Teams,Borda Points
georgia-bulldogs,1561
alabama-crimson-tide,1496
ohio-state-buckeyes,1475
michigan-wolverines,1359
clemson-tigers,1285
oklahoma-sooners,1209
usc-trojans,1139
oklahoma-state-cowboys,1005
kentucky-wildcats,993
arkansas-razorbacks,939
michigan-state-spartans,903
byu-cougars,880
miami-fl-hurricanes,775
utah-utes,673
tennessee-volunteers,660
north-carolina-state-wolfpack,624
baylor-bears,562
florida-gators,485
wake-forest-demon-deacons,452
ole-miss-rebels,413
texas-longhorns,276
penn-state-nittany-lions,272
pittsburgh-panthers,160
texas-am-aggies,147
oregon-ducks,90
marshall-thundering-herd,86
appalachian-state-mountaineers,82
cincinnati-bearcats,81
kansas-state-wildcats,78
north-carolina-tar-heels,71
mississippi-state-bulldogs,45
florida-state-seminoles,43
oregon-state-beavers,42
washington-state-cougars,30
notre-dame-fighting-irish,23
air-force-falcons,19
texas-tech-red-raiders,17
wisconsin-badgers,7
auburn-tigers,4
iowa-state-cyclones,4
purdue-boilermakers,1
