Teams,Borda Points
georgia-bulldogs,1574
ohio-state-buckeyes,1500
michigan-wolverines,1455
tcu-horned-frogs,1361
tennessee-volunteers,1339
oregon-ducks,1258
lsu-tigers,1132
usc-trojans,1061
ucla-bruins,1040
alabama-crimson-tide,1009
ole-miss-rebels,962
clemson-tigers,938
utah-utes,882
penn-state-nittany-lions,736
north-carolina-tar-heels,676
tulane-green-wave,612
north-carolina-state-wolfpack,558
texas-longhorns,432
notre-dame-fighting-irish,348
ucf-knights,294
illinois-fighting-illini,291
kansas-state-wildcats,280
washington-huskies,227
cincinnati-bearcats,96
florida-state-seminoles,94
kentucky-wildcats,67
coastal-carolina-chanticleers,65
wake-forest-demon-deacons,35
oklahoma-state-cowboys,24
baylor-bears,24
kansas-jayhawks,13
mississippi-state-bulldogs,8
utsa-roadrunners,7
troy-trojans,7
south-carolina-gamecocks,7
louisville-cardinals,4
oregon-state-beavers,3
san-jose-state-spartans,2
