Teams,Borda Points
georgia-bulldogs,1570
michigan-wolverines,1516
tcu-horned-frogs,1449
usc-trojans,1382
ohio-state-buckeyes,1313
alabama-crimson-tide,1243
tennessee-volunteers,1195
penn-state-nittany-lions,1131
washington-huskies,1048
clemson-tigers,931
lsu-tigers,877
utah-utes,854
kansas-state-wildcats,828
florida-state-seminoles,743
oregon-ducks,719
oregon-state-beavers,680
ucla-bruins,641
notre-dame-fighting-irish,422
south-carolina-gamecocks,407
texas-longhorns,366
ucf-knights,215
utsa-roadrunners,188
north-carolina-tar-heels,142
mississippi-state-bulldogs,127
troy-trojans,107
north-carolina-state-wolfpack,80
cincinnati-bearcats,59
boise-state-broncos,51
purdue-boilermakers,34
ole-miss-rebels,31
south-alabama-jaguars,16
illinois-fighting-illini,14
pittsburgh-panthers,7
james-madison-dukes,7
coastal-carolina-chanticleers,7
fresno-state-bulldogs,6
ohio-bobcats,4
minnesota-golden-gophers,2
