Teams,Borda Points
georgia-bulldogs,1528
tennessee-volunteers,1500
ohio-state-buckeyes,1500
michigan-wolverines,1378
clemson-tigers,1313
alabama-crimson-tide,1258
tcu-horned-frogs,1221
oregon-ducks,1136
usc-trojans,1013
ucla-bruins,983
ole-miss-rebels,920
utah-utes,894
illinois-fighting-illini,775
lsu-tigers,721
penn-state-nittany-lions,688
north-carolina-tar-heels,595
oklahoma-state-cowboys,574
tulane-green-wave,506
wake-forest-demon-deacons,446
north-carolina-state-wolfpack,341
syracuse-orange,251
liberty-flames,182
oregon-state-beavers,169
ucf-knights,150
texas-longhorns,74
kentucky-wildcats,69
maryland-terrapins,50
cincinnati-bearcats,45
notre-dame-fighting-irish,30
washington-huskies,19
arkansas-razorbacks,14
florida-state-seminoles,13
coastal-carolina-chanticleers,12
baylor-bears,12
troy-trojans,10
mississippi-state-bulldogs,6
boise-state-broncos,6
east-carolina-pirates,3
south-carolina-gamecocks,3
utsa-roadrunners,2
louisville-cardinals,2
