Teams,Borda Points
ohio-state-buckeyes,1542
tennessee-volunteers,1538
michigan-wolverines,1440
clemson-tigers,1375
alabama-crimson-tide,1321
tcu-horned-frogs,1283
oregon-ducks,1198
usc-trojans,1073
ucla-bruins,1042
ole-miss-rebels,968
utah-utes,939
kansas-state-wildcats,835
illinois-fighting-illini,804
lsu-tigers,742
penn-state-nittany-lions,704
north-carolina-tar-heels,604
oklahoma-state-cowboys,576
tulane-green-wave,517
wake-forest-demon-deacons,448
north-carolina-state-wolfpack,341
syracuse-orange,251
liberty-flames,182
oregon-state-beavers,169
ucf-knights,150
texas-longhorns,74
kentucky-wildcats,69
maryland-terrapins,50
cincinnati-bearcats,45
notre-dame-fighting-irish,30
washington-huskies,19
arkansas-razorbacks,14
florida-state-seminoles,13
coastal-carolina-chanticleers,12
baylor-bears,12
troy-trojans,10
mississippi-state-bulldogs,6
boise-state-broncos,6
east-carolina-pirates,3
south-carolina-gamecocks,3
utsa-roadrunners,2
louisville-cardinals,2
