Teams,Borda Points
georgia-bulldogs,1574
ohio-state-buckeyes,1507
michigan-wolverines,1446
tcu-horned-frogs,1395
usc-trojans,1293
lsu-tigers,1241
clemson-tigers,1152
alabama-crimson-tide,1131
tennessee-volunteers,1059
oregon-ducks,1009
penn-state-nittany-lions,994
washington-huskies,880
utah-utes,717
notre-dame-fighting-irish,717
kansas-state-wildcats,706
florida-state-seminoles,599
ucla-bruins,587
tulane-green-wave,475
ole-miss-rebels,433
cincinnati-bearcats,389
oregon-state-beavers,318
coastal-carolina-chanticleers,226
texas-longhorns,158
utsa-roadrunners,114
ucf-knights,112
south-carolina-gamecocks,59
troy-trojans,53
boise-state-broncos,22
illinois-fighting-illini,14
louisville-cardinals,8
iowa-hawkeyes,7
south-alabama-jaguars,5
arkansas-razorbacks,3
oklahoma-state-cowboys,3
mississippi-state-bulldogs,3
purdue-boilermakers,3
fresno-state-bulldogs,2
