Teams,Borda Points
georgia-bulldogs,1528
tennessee-volunteers,1500
ohio-state-buckeyes,1500
michigan-wolverines,1378
clemson-tigers,1312
alabama-crimson-tide,1258
tcu-horned-frogs,1220
oregon-ducks,1135
usc-trojans,1013
ucla-bruins,980
ole-miss-rebels,910
utah-utes,890
kansas-state-wildcats,801
lsu-tigers,718
penn-state-nittany-lions,688
north-carolina-tar-heels,597
oklahoma-state-cowboys,567
tulane-green-wave,515
wake-forest-demon-deacons,445
north-carolina-state-wolfpack,339
syracuse-orange,250
liberty-flames,182
oregon-state-beavers,169
ucf-knights,150
texas-longhorns,73
kentucky-wildcats,68
maryland-terrapins,50
cincinnati-bearcats,45
notre-dame-fighting-irish,30
washington-huskies,19
arkansas-razorbacks,14
florida-state-seminoles,13
coastal-carolina-chanticleers,12
baylor-bears,12
troy-trojans,10
boise-state-broncos,6
mississippi-state-bulldogs,5
east-carolina-pirates,3
south-carolina-gamecocks,3
utsa-roadrunners,2
louisville-cardinals,2
