Teams,Borda Points
georgia-bulldogs,1561
alabama-crimson-tide,1496
ohio-state-buckeyes,1475
michigan-wolverines,1359
clemson-tigers,1285
oklahoma-sooners,1209
usc-trojans,1139
oklahoma-state-cowboys,1004
kentucky-wildcats,992
arkansas-razorbacks,938
michigan-state-spartans,902
byu-cougars,880
miami-fl-hurricanes,772
utah-utes,673
tennessee-volunteers,659
north-carolina-state-wolfpack,623
baylor-bears,563
florida-gators,484
wake-forest-demon-deacons,450
ole-miss-rebels,412
texas-longhorns,278
penn-state-nittany-lions,273
pittsburgh-panthers,160
texas-am-aggies,146
oregon-ducks,89
marshall-thundering-herd,85
appalachian-state-mountaineers,80
cincinnati-bearcats,80
kansas-state-wildcats,77
north-carolina-tar-heels,71
oregon-state-beavers,44
florida-state-seminoles,44
mississippi-state-bulldogs,43
minnesota-golden-gophers,37
washington-state-cougars,31
notre-dame-fighting-irish,23
texas-tech-red-raiders,17
wisconsin-badgers,7
auburn-tigers,4
iowa-state-cyclones,4
purdue-boilermakers,1
