Teams,Borda Points
georgia-bulldogs,1574
ohio-state-buckeyes,1500
michigan-wolverines,1455
tcu-horned-frogs,1361
tennessee-volunteers,1339
oregon-ducks,1258
lsu-tigers,1132
usc-trojans,1061
ucla-bruins,1040
alabama-crimson-tide,1009
ole-miss-rebels,962
clemson-tigers,938
utah-utes,881
penn-state-nittany-lions,735
north-carolina-tar-heels,676
tulane-green-wave,607
north-carolina-state-wolfpack,548
texas-longhorns,404
liberty-flames,359
notre-dame-fighting-irish,323
illinois-fighting-illini,265
ucf-knights,260
kansas-state-wildcats,254
washington-huskies,196
florida-state-seminoles,80
kentucky-wildcats,61
coastal-carolina-chanticleers,51
wake-forest-demon-deacons,35
oklahoma-state-cowboys,22
baylor-bears,21
kansas-jayhawks,10
mississippi-state-bulldogs,8
utsa-roadrunners,6
south-carolina-gamecocks,6
troy-trojans,5
louisville-cardinals,4
oregon-state-beavers,3
san-jose-state-spartans,2
