Teams,Borda Points
georgia-bulldogs,1565
alabama-crimson-tide,1487
ohio-state-buckeyes,1483
michigan-wolverines,1354
clemson-tigers,1311
usc-trojans,1237
kentucky-wildcats,1129
tennessee-volunteers,1120
oklahoma-state-cowboys,1084
north-carolina-state-wolfpack,928
penn-state-nittany-lions,882
utah-utes,774
oregon-ducks,740
ole-miss-rebels,708
washington-huskies,683
texas-am-aggies,575
oklahoma-sooners,559
byu-cougars,507
arkansas-razorbacks,493
minnesota-golden-gophers,320
wake-forest-demon-deacons,304
florida-state-seminoles,291
pittsburgh-panthers,245
kansas-state-wildcats,198
kansas-jayhawks,167
cincinnati-bearcats,71
florida-gators,64
washington-state-cougars,33
syracuse-orange,31
oregon-state-beavers,20
texas-tech-red-raiders,16
north-carolina-tar-heels,10
james-madison-dukes,8
lsu-tigers,8
tulane-green-wave,4
ucla-bruins,4
tcu-horned-frogs,2
