Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2024,4,georgia-bulldogs,texas-longhorns,alabama-crimson-tide,ohio-state-buckeyes,ole-miss-rebels,oregon-ducks,missouri-tigers,utah-utes,penn-state-nittany-lions,usc-trojans,miami-fl-hurricanes,tennessee-volunteers,kansas-state-wildcats,notre-dame-fighting-irish,oklahoma-state-cowboys,oklahoma-sooners,lsu-tigers,michigan-wolverines,louisville-cardinals,illinois-fighting-illini,clemson-tigers,nebraska-cornhuskers,syracuse-orange,northern-illinois-huskies,unlv-rebels
adam-cole,2024,4,texas-longhorns,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,ole-miss-rebels,tennessee-volunteers,missouri-tigers,miami-fl-hurricanes,utah-utes,usc-trojans,oregon-ducks,kansas-state-wildcats,penn-state-nittany-lions,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,michigan-wolverines,lsu-tigers,nebraska-cornhuskers,louisville-cardinals,memphis-tigers,unlv-rebels,illinois-fighting-illini,texas-am-aggies,boston-college-eagles
adam-zucker,2024,4,texas-longhorns,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,ole-miss-rebels,georgia-bulldogs,usc-trojans,miami-fl-hurricanes,missouri-tigers,penn-state-nittany-lions,oregon-ducks,kansas-state-wildcats,utah-utes,oklahoma-state-cowboys,lsu-tigers,oklahoma-sooners,boise-state-broncos,louisville-cardinals,clemson-tigers,michigan-wolverines,syracuse-orange,nebraska-cornhuskers,northern-illinois-huskies,washington-state-cougars,iowa-state-cyclones
alex-taylor,2024,4,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,ole-miss-rebels,tennessee-volunteers,oregon-ducks,missouri-tigers,penn-state-nittany-lions,miami-fl-hurricanes,usc-trojans,utah-utes,kansas-state-wildcats,oklahoma-state-cowboys,oklahoma-sooners,lsu-tigers,notre-dame-fighting-irish,michigan-wolverines,louisville-cardinals,iowa-state-cyclones,nebraska-cornhuskers,clemson-tigers,boise-state-broncos,northern-illinois-huskies,texas-am-aggies
amie-just,2024,4,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,ole-miss-rebels,alabama-crimson-tide,tennessee-volunteers,missouri-tigers,penn-state-nittany-lions,miami-fl-hurricanes,oregon-ducks,usc-trojans,utah-utes,oklahoma-state-cowboys,kansas-state-wildcats,oklahoma-sooners,louisville-cardinals,michigan-wolverines,nebraska-cornhuskers,lsu-tigers,northern-illinois-huskies,notre-dame-fighting-irish,clemson-tigers,illinois-fighting-illini,iowa-state-cyclones,texas-am-aggies
andy-yamashita,2024,4,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,ole-miss-rebels,penn-state-nittany-lions,usc-trojans,tennessee-volunteers,missouri-tigers,miami-fl-hurricanes,oklahoma-state-cowboys,kansas-state-wildcats,oregon-ducks,utah-utes,oklahoma-sooners,louisville-cardinals,lsu-tigers,notre-dame-fighting-irish,michigan-wolverines,unlv-rebels,boise-state-broncos,iowa-state-cyclones,texas-am-aggies,nebraska-cornhuskers,washington-state-cougars
bill-oram,2024,4,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,ole-miss-rebels,tennessee-volunteers,oregon-ducks,missouri-tigers,miami-fl-hurricanes,penn-state-nittany-lions,kansas-state-wildcats,utah-utes,usc-trojans,oklahoma-state-cowboys,nebraska-cornhuskers,oklahoma-sooners,notre-dame-fighting-irish,louisville-cardinals,michigan-wolverines,lsu-tigers,iowa-state-cyclones,illinois-fighting-illini,clemson-tigers,washington-state-cougars,memphis-tigers
blair-kerkhoff,2024,4,georgia-bulldogs,texas-longhorns,ohio-state-buckeyes,alabama-crimson-tide,ole-miss-rebels,missouri-tigers,tennessee-volunteers,penn-state-nittany-lions,oregon-ducks,miami-fl-hurricanes,usc-trojans,kansas-state-wildcats,utah-utes,oklahoma-state-cowboys,oklahoma-sooners,lsu-tigers,notre-dame-fighting-irish,michigan-wolverines,clemson-tigers,iowa-state-cyclones,louisville-cardinals,nebraska-cornhuskers,northern-illinois-huskies,illinois-fighting-illini,memphis-tigers
bob-asmussen,2024,4,ohio-state-buckeyes,texas-longhorns,georgia-bulldogs,alabama-crimson-tide,ole-miss-rebels,oregon-ducks,missouri-tigers,miami-fl-hurricanes,tennessee-volunteers,usc-trojans,penn-state-nittany-lions,kansas-state-wildcats,utah-utes,oklahoma-sooners,oklahoma-state-cowboys,notre-dame-fighting-irish,michigan-wolverines,louisville-cardinals,lsu-tigers,iowa-state-cyclones,clemson-tigers,northern-illinois-huskies,illinois-fighting-illini,nebraska-cornhuskers,texas-am-aggies
bob-ballou,2024,4,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,oregon-ducks,missouri-tigers,alabama-crimson-tide,ole-miss-rebels,tennessee-volunteers,penn-state-nittany-lions,usc-trojans,miami-fl-hurricanes,utah-utes,oklahoma-sooners,lsu-tigers,michigan-wolverines,kansas-state-wildcats,northern-illinois-huskies,notre-dame-fighting-irish,texas-am-aggies,clemson-tigers,oklahoma-state-cowboys,louisville-cardinals,iowa-state-cyclones,boise-state-broncos,unlv-rebels
