Teams,Borda Points
alabama-crimson-tide,1521
georgia-bulldogs,1454
oklahoma-sooners,1374
clemson-tigers,1292
ohio-state-buckeyes,1286
ucf-knights,1248
wisconsin-badgers,1194
penn-state-nittany-lions,1120
tcu-horned-frogs,979
auburn-tigers,921
notre-dame-fighting-irish,868
usc-trojans,844
miami-fl-hurricanes,784
oklahoma-state-cowboys,781
michigan-state-spartans,729
northwestern-wildcats,574
lsu-tigers,423
mississippi-state-bulldogs,413
stanford-cardinal,381
south-florida-bulls,317
boise-state-broncos,304
north-carolina-state-wolfpack,283
virginia-tech-hokies,164
memphis-tigers,152
washington-state-cougars,105
south-carolina-gamecocks,63
army-west-point-black-knights,51
florida-atlantic-owls,47
iowa-state-cyclones,46
troy-trojans,20
fresno-state-bulldogs,19
san-diego-state-aztecs,4
iowa-hawkeyes,3
