Teams,Borda Points
clemson-tigers,1478
oklahoma-sooners,1461
wisconsin-badgers,1405
auburn-tigers,1374
alabama-crimson-tide,1254
georgia-bulldogs,1246
miami-fl-hurricanes,1119
ohio-state-buckeyes,1112
penn-state-nittany-lions,960
tcu-horned-frogs,956
usc-trojans,936
ucf-knights,906
washington-huskies,764
stanford-cardinal,693
notre-dame-fighting-irish,592
memphis-tigers,583
lsu-tigers,566
oklahoma-state-cowboys,532
michigan-state-spartans,457
northwestern-wildcats,379
washington-state-cougars,329
virginia-tech-hokies,300
south-florida-bulls,122
north-carolina-state-wolfpack,69
fresno-state-bulldogs,68
san-diego-state-aztecs,51
louisville-cardinals,20
toledo-rockets,14
michigan-wolverines,14
boise-state-broncos,14
virginia-cavaliers,5
missouri-tigers,3
florida-atlantic-owls,2
kansas-state-wildcats,2
iowa-state-cyclones,2
troy-trojans,1
