Teams,Borda Points
alabama-crimson-tide,1524
ohio-state-buckeyes,1445
clemson-tigers,1317
penn-state-nittany-lions,1303
oklahoma-sooners,1253
usc-trojans,1224
washington-huskies,1083
michigan-wolverines,1051
wisconsin-badgers,979
florida-state-seminoles,976
oklahoma-state-cowboys,950
lsu-tigers,898
auburn-tigers,873
stanford-cardinal,772
georgia-bulldogs,685
miami-fl-hurricanes,537
louisville-cardinals,531
virginia-tech-hokies,490
kansas-state-wildcats,400
washington-state-cougars,220
south-florida-bulls,209
florida-gators,168
tcu-horned-frogs,157
notre-dame-fighting-irish,144
tennessee-volunteers,128
utah-utes,98
ucla-bruins,85
west-virginia-mountaineers,72
maryland-terrapins,50
south-carolina-gamecocks,46
oregon-ducks,46
boise-state-broncos,22
northwestern-wildcats,22
houston-cougars,14
san-diego-state-aztecs,12
texas-tech-red-raiders,5
iowa-hawkeyes,4
kentucky-wildcats,4
california-golden-bears,3
vanderbilt-commodores,2
mississippi-state-bulldogs,2
pittsburgh-panthers,1
michigan-state-spartans,1
navy-midshipmen,1
nebraska-cornhuskers,1
