Teams,Borda Points
alabama-crimson-tide,1525
penn-state-nittany-lions,1432
georgia-bulldogs,1417
tcu-horned-frogs,1322
wisconsin-badgers,1242
ohio-state-buckeyes,1186
clemson-tigers,1120
miami-fl-hurricanes,1115
oklahoma-sooners,1074
oklahoma-state-cowboys,918
usc-trojans,904
washington-huskies,842
virginia-tech-hokies,759
north-carolina-state-wolfpack,626
washington-state-cougars,626
michigan-state-spartans,621
south-florida-bulls,616
michigan-wolverines,610
ucf-knights,447
auburn-tigers,363
stanford-cardinal,334
west-virginia-mountaineers,209
lsu-tigers,137
memphis-tigers,93
san-diego-state-aztecs,76
texas-am-aggies,70
iowa-state-cyclones,25
virginia-cavaliers,15
kentucky-wildcats,11
utah-utes,6
mississippi-state-bulldogs,5
navy-midshipmen,3
south-carolina-gamecocks,3
iowa-hawkeyes,3
texas-tech-red-raiders,3
georgia-tech-yellow-jackets,2
florida-state-seminoles,2
marshall-thundering-herd,2
