Teams,Borda Points
alabama-crimson-tide,1504
clemson-tigers,1446
oklahoma-sooners,1432
penn-state-nittany-lions,1306
usc-trojans,1241
oklahoma-state-cowboys,1154
washington-huskies,1141
michigan-wolverines,1081
wisconsin-badgers,1031
ohio-state-buckeyes,1015
georgia-bulldogs,940
florida-state-seminoles,922
virginia-tech-hokies,730
miami-fl-hurricanes,607
auburn-tigers,599
tcu-horned-frogs,556
mississippi-state-bulldogs,536
washington-state-cougars,424
louisville-cardinals,363
florida-gators,315
south-florida-bulls,277
san-diego-state-aztecs,210
utah-utes,195
oregon-ducks,163
lsu-tigers,157
west-virginia-mountaineers,115
vanderbilt-commodores,91
maryland-terrapins,87
notre-dame-fighting-irish,59
memphis-tigers,23
california-golden-bears,20
stanford-cardinal,16
kansas-state-wildcats,11
kentucky-wildcats,11
duke-blue-devils,10
tennessee-volunteers,7
texas-tech-red-raiders,4
iowa-hawkeyes,3
wake-forest-demon-deacons,2
michigan-state-spartans,1
houston-cougars,1
