Teams,Borda Points
alabama-crimson-tide,1521
miami-fl-hurricanes,1438
oklahoma-sooners,1367
clemson-tigers,1358
wisconsin-badgers,1322
auburn-tigers,1199
georgia-bulldogs,1151
ohio-state-buckeyes,1036
notre-dame-fighting-irish,1001
oklahoma-state-cowboys,898
tcu-horned-frogs,875
usc-trojans,866
penn-state-nittany-lions,818
ucf-knights,808
washington-state-cougars,615
washington-huskies,576
mississippi-state-bulldogs,493
memphis-tigers,439
michigan-wolverines,316
stanford-cardinal,291
lsu-tigers,279
michigan-state-spartans,261
south-florida-bulls,238
west-virginia-mountaineers,225
north-carolina-state-wolfpack,182
virginia-tech-hokies,115
northwestern-wildcats,75
iowa-state-cyclones,29
boise-state-broncos,7
georgia-tech-yellow-jackets,6
army-west-point-black-knights,3
south-carolina-gamecocks,3
iowa-hawkeyes,2
