Teams,Borda Points
alabama-crimson-tide,1522
oklahoma-sooners,1447
clemson-tigers,1380
usc-trojans,1324
penn-state-nittany-lions,1299
washington-huskies,1125
michigan-wolverines,1107
ohio-state-buckeyes,1005
oklahoma-state-cowboys,1002
wisconsin-badgers,993
florida-state-seminoles,947
lsu-tigers,938
georgia-bulldogs,885
louisville-cardinals,670
auburn-tigers,611
virginia-tech-hokies,580
miami-fl-hurricanes,563
stanford-cardinal,403
tcu-horned-frogs,387
washington-state-cougars,271
south-florida-bulls,214
tennessee-volunteers,191
florida-gators,177
ucla-bruins,143
utah-utes,120
south-carolina-gamecocks,81
west-virginia-mountaineers,80
colorado-buffaloes,80
oregon-ducks,78
maryland-terrapins,56
notre-dame-fighting-irish,38
san-diego-state-aztecs,21
houston-cougars,11
mississippi-state-bulldogs,4
boise-state-broncos,3
texas-tech-red-raiders,3
iowa-hawkeyes,3
california-golden-bears,3
vanderbilt-commodores,2
michigan-state-spartans,1
