Teams,Borda Points
clemson-tigers,1506
oklahoma-sooners,1474
georgia-bulldogs,1409
alabama-crimson-tide,1307
ohio-state-buckeyes,1300
wisconsin-badgers,1162
auburn-tigers,1123
usc-trojans,1101
penn-state-nittany-lions,1008
ucf-knights,984
miami-fl-hurricanes,951
washington-huskies,823
tcu-horned-frogs,822
notre-dame-fighting-irish,654
stanford-cardinal,652
lsu-tigers,624
michigan-state-spartans,525
memphis-tigers,509
northwestern-wildcats,445
washington-state-cougars,388
virginia-tech-hokies,377
south-florida-bulls,151
mississippi-state-bulldogs,143
boise-state-broncos,95
north-carolina-state-wolfpack,81
san-diego-state-aztecs,55
toledo-rockets,35
louisville-cardinals,16
florida-atlantic-owls,15
michigan-wolverines,11
fresno-state-bulldogs,10
missouri-tigers,4
troy-trojans,2
kansas-state-wildcats,2
