Teams,Borda Points
alabama-crimson-tide,1506
clemson-tigers,1475
oklahoma-sooners,1392
penn-state-nittany-lions,1325
georgia-bulldogs,1237
washington-huskies,1218
michigan-wolverines,1115
tcu-horned-frogs,1079
wisconsin-badgers,1028
ohio-state-buckeyes,1016
washington-state-cougars,980
auburn-tigers,802
miami-fl-hurricanes,782
usc-trojans,714
oklahoma-state-cowboys,665
virginia-tech-hokies,550
louisville-cardinals,509
south-florida-bulls,447
san-diego-state-aztecs,379
utah-utes,369
notre-dame-fighting-irish,358
florida-gators,353
west-virginia-mountaineers,235
ucf-knights,141
oregon-ducks,24
florida-state-seminoles,18
georgia-tech-yellow-jackets,16
stanford-cardinal,11
texas-tech-red-raiders,10
navy-midshipmen,8
texas-am-aggies,3
memphis-tigers,3
kansas-state-wildcats,3
troy-trojans,2
maryland-terrapins,2
